"content","time"
"都不敢说起势的具体日期了","28/11/2016 16:03:45"
"你害云杰无法睡觉，黑眼圈越来越重。","28/11/2016 16:05:43"
"走吧，可是又能去哪呢？哪里不是樊笼？生亦何哀，死亦何苦呢？","28/11/2016 16:09:15"
"我们想鉴定一下你的精神状态","28/11/2016 16:09:59"
"放下一切，放下仇恨，否则你一生都不会轻松。","28/11/2016 16:12:45"
"你不会起势，我会亲手送你上西天。你这人渣败类不死，国家还有什么指望？","28/11/2016 16:17:55"
"请问这位狼粉，您心中有泪吗？！你对此作何感想？百度不管吗？！","28/11/2016 16:37:16"
"回复 彩色饕餮哥 :起势，公审，杀万世！！！","28/11/2016 16:39:48"
"太坏了哈哈","28/11/2016 17:22:06"
"卧槽，四点半还在啊。。真是熬了通宵？","28/11/2016 21:31:26"
"回复 无常无我捏槃 :人的精力是有限的，如果我有什么意外，就是你们这些恶意辱骂诋毁陷害迫害我的卑鄙小人害的！是不是非得害死人你们才甘心啊?你们不怕留下一辈子的心理阴影吗？不怕减自己和自己家人福报吗?你们一直在恶意辱骂诋毁祸害我和我父母，你们良心丧大了！我心中早已无恨，望你们知悔改","28/11/2016 21:48:07"
"回复 牧狼人云杰 ：你有意外关别人屁事？别人让你通宵守着贴吧了？你有病吧？垃圾！","28/11/2016 22:03:02"
"回复 无常无我捏槃 :朋友，你也黑过我，我问你:我对宵小数年来数十万句贴的辱骂诋毁陷害一直报以苦口婆心德言善语的规劝，所有宵小都没有一点点起码的人性吗?想过如此恶意诋毁陷害会害了我一家吗?其没有父母家人吗?我心中早已无恨，有些人还恶意祸害我，我对其人心人性感到悲哀！","28/11/2016 22:07:55"
"不管","28/11/2016 23:22:32"
"知悔改你麻痹","28/11/2016 23:24:24"
,"28/11/2016 23:59:42"
"回复 牧狼人云杰 :张杰，你为何把砸鱼贴删除了，你心黑了。","29/11/2016 00:06:38"
"不让你玩贴吧就是害死你 看来你需要接受电击治疗","29/11/2016 01:21:29"
"找宵小的钱谁出？你爸你妈又得给你钱浪费，你长心了吗！？ https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon6.png 你这个垃圾！","29/11/2016 01:22:11"
"你必须去北京讨回公道","29/11/2016 01:23:21"
"判几年？","29/11/2016 01:26:56"
"回复 牧杰人黑喷 ：哈哈，中和不了了","29/11/2016 02:07:20"
"我心中早已无恨，可你们如此恶意辱骂诋毁陷害迫害我，你们不觉得良心有愧吗?","29/11/2016 02:09:19"
"回复 牧狼人云杰 :我他妈哪骂你了？你没毛病吧？逮谁咬谁，怨念挺重啊","29/11/2016 02:11:25"
"回复 牧狼人云杰 :我一开始也没黑你，就是因为你一上来就咬人，说我跟柜这扩兵是一个人我才开始观察你杰心杰性的","29/11/2016 02:12:06"
"回复 牧狼人云杰 :压力大别找借口，想骂人就直说吧！何必呢！心里有病吧！垃圾！","29/11/2016 02:12:49"
"你这黑喷，我一穷光蛋，无钱无房无车无女友，但我有一颗无比珍贵之正德正善实现中华伟大复兴和达成自然良循大道之心。而且，我还有一条命，我一生堂堂正正，我什么都不怕，懂吗？","29/11/2016 04:33:56"
"回复 牧狼人云杰 :大哥，你报警视频说你北京房子退了，你把你自己的话当屁啊?","29/11/2016 04:37:48"
"回复 牧狼人云杰 ：你是否欺骗民警同志","29/11/2016 04:39:41"
"回复 牧狼人云杰 :自动打脸","29/11/2016 04:39:54"
"回复 牧狼人云杰 :你为何欺骗民警？","29/11/2016 04:44:09"
"百度id 口型狂魔撸SIR，你这恶意辱骂诋毁陷害我的卑鄙宵小，你好自为之吧！你猜我在想什么?","29/11/2016 05:41:27"
"回复 牧狼人云杰 :你敢接我电话么，怂货[哈哈]","29/11/2016 06:58:40"
"回复 牧狼人云杰 :你就24小时守着这个贴吧吧，等你累了，睡了，这个贴吧说不定就没了","29/11/2016 07:00:41"
"回复 若月桜修 :你们如此死不悔改的恶意辱骂诋毁陷害迫害我，根本没想让我活。你明白什么是心灰意冷吗?再多言无意义，你好自为之吧！","29/11/2016 07:10:11"
"回复 牧狼人云杰 ：杰子心灰意冷要自杀啦","29/11/2016 07:14:42"
"杰子 人肉搜索需要技术的 我推荐郭总脑电波人肉法","29/11/2016 07:15:47"
"回复 牧狼人云杰 :一个破贴吧没了就不想活啦，你的命还真是不值钱啊[哈哈]","29/11/2016 07:36:30"
"你怎么查，你有钱还是有技术再或者有势力？","29/11/2016 08:32:51"
"你认贼作父 爸爸我怎能不寒心","29/11/2016 10:19:01"
"回复 永动王八何文涛 :ha","29/11/2016 11:11:14"
"敌敌畏行不","29/11/2016 11:28:18"
"“我心中无恨！”转身后“我好恨啊！”","29/11/2016 11:29:17"
"今夜就证明 ！","29/11/2016 12:08:07"
"回复 湖北蛮子匡三刀 :你不怕被这些卑鄙小人恶意辱骂诋毁陷害迫害吗?","29/11/2016 12:10:47"
"回复 牧狼人云杰 ：杰子，我也愿意帮你，我不怕这群人，我今晚正好通宵","29/11/2016 12:11:30"
"回复 牧狼人云杰 ：我和楼主正好一起帮你删帖","29/11/2016 12:11:54"
"回复 牧狼人云杰 :哈哈哈 人正不怕影子歪！就算是恶人，只要他做的事是正义的，他就是无敌的！","29/11/2016 12:12:08"
"回复 牧狼人云杰 ：患难见真情，请快加他小吧。","29/11/2016 12:12:20"
"回复 牧狼人云杰 ：杰子，别信这两个人，他俩都是反窜黑，我帮你删这群人","29/11/2016 12:14:30"
"回复 牧狼人云杰 ：杰子 用人不疑 疑人不用 加小吧正在此时！","29/11/2016 12:16:48"
"回复 牧狼人云杰 ：我一个旁观者都看不下去了 大V哥如此忠心 你还在怀疑他是卧底！","29/11/2016 12:17:42"
"是的，我支持你！","29/11/2016 12:18:34"
"你赶快加大V 就是那个湖北蛮子什么的ID做小吧 他肯定帮你删帖封号 就算删封不力你到时候也可以下他小吧啊，还犹豫什么","29/11/2016 12:23:05"
"回复 牧狼人云杰 ：一员猛将！","29/11/2016 12:23:40"
"错，你已经有很严重的精神疾病","29/11/2016 12:25:55"
"是送花圈吧","29/11/2016 12:27:39"
"回复 牧菲人承宪 :承宪兄！","29/11/2016 14:12:40"
"好的。","29/11/2016 15:03:52"
"回复 hust0315 :真相了 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png 自己刷了过千的点击","29/11/2016 15:25:16"
"如果我被你们黑死，你们能从此做个好人吗?做个正气正义公正正德正善之真正的好人！","29/11/2016 15:30:35"
"回复 牧狼人云杰 ：快点死吧","29/11/2016 15:31:31"
"回复 牧狼人云杰 ：你能先做个人吗 你现在都混的不像个人了 奔四的人了 天天挨骂 要点脸行不","29/11/2016 15:37:52"
"回复 牧狼人云杰 :可以，我发誓！假如张杰你被黑死，并上传视频和身份证明，我们一定从此做个好人！","29/11/2016 15:38:53"
"我是正人君子，我没做过亏心事！有些人黑我，或许是受到他人欺骗，或许是跟风，或许是无聊！但我心中不再有恨，这种思想或者说境界能现在还不理解！以后会理解的！不知你哪位，可夜以至深，熬夜对身体不好，你早点休息吧！","29/11/2016 15:39:27"
"回复 儒雅的好2 :人生归来去，你暂且看不透啊！","29/11/2016 15:40:13"
"回复 牧狼人云杰 :我不是高源泽 我是陈广 我等着看你失去一切","29/11/2016 15:42:36"
"回复 牧狼人云杰 : 看了你今天气急败坏的样子 我很愉快 我恨我人性的寻常 但愉快是切实的感觉","29/11/2016 15:45:20"
"回复 牧狼人云杰 ：不想看透 你这种啃老无能 只会在贴吧嘴贱的人 就不配活着","29/11/2016 15:53:39"
"我和你的人生不会有交集的","29/11/2016 16:04:08"
"杰子，你现在死了，笃银昌翠再领养一个，抚养个十几年，还能有人给送终，比就这么养着你眼睁睁看老张家绝后不知道强了多少倍，你就行行好，可怜下笃银昌翠，安心的去死吧","29/11/2016 16:05:55"
"回复 説好要还钱的 :还有起码人性之人，不会诋毁陷害他人，更不会辱骂诋毁他人父母，这是为人之基本，否则谈何赔称为人，懂吗?十天不谢！","29/11/2016 16:08:24"
"本狼粉心中有泪！！！","29/11/2016 16:09:25"
"回复 牧狼人云杰 :看来你不准备睡了 那我也等不到今晚的大戏了 晚安","29/11/2016 16:10:16"
"回复 牧狼人云杰 :你不是心中无恨吗？怎么还封人呢。我觉得他说的很对","29/11/2016 16:10:55"
"回复 高源沢 :哎，你不懂啊！我希望你们真正知悔改，哎！","29/11/2016 16:11:05"
"回复 高源沢 :我困了就睡，不多谈！人生归来去，善恶终有报，只是有些人劣根性太强，其如此下去必然不会得到救赎，不多谈！","29/11/2016 16:13:56"
"回复 牧狼人云杰 ：我求求你先救赎下你那可怜的父母，安安心心的去死吧","29/11/2016 16:15:33"
"回复 牧狼人云杰 :睡了贴吧就没了，事业也就完蛋了，伟大复兴都变成空话了","29/11/2016 16:15:40"
"回复 牧狼人云杰 :你啃老的境界确实别人不能理解","29/11/2016 16:16:18"
"回复 儒雅的好2 :说得好","29/11/2016 16:16:37"
"回复 儒雅的好2 :生老病死，旦夕祸福，有多少人知道自己的寿限是多少?有升华有堕落，看自己是否愿意救赎自己！","29/11/2016 16:17:18"
"回复 0清梦灵盈0 :哎，你太小瞧人了！你信堕落和升华吗?信天堂和地狱吗?人生归来去，是否升华取决于你自己！","29/11/2016 16:20:19"
"((o(>皿<)o)) !!","29/11/2016 16:24:50"
"做个好人比什么都重要","29/11/2016 16:26:09"
"我心中已经无恨","29/11/2016 16:26:32"
"是你父母陪你了三十五年，不是你陪你父母 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon1.png","29/11/2016 16:28:26"
"回复 1个天5 :我的的确确已心中无恨，我只是说因果造化！你信堕落和升华吗?你信天堂和地狱吗?","29/11/2016 16:28:26"
"回复 牧狼人云杰 : 做个好人比什么都重要","29/11/2016 16:28:49"
"回复 1个天5 :哎，你知道什么叫做业力吗?","29/11/2016 16:29:51"
"领社长法旨：做个好人比什么都重要","29/11/2016 16:30:21"
"回复 牧狼人云杰 ：我信因果造化，有些人啃老嫖娼，坏事做尽，结果老天拆了它狗窝，现实里让他家绝后","29/11/2016 16:30:35"
"做个好人比什么都重要","29/11/2016 16:31:11"
"回复 牧狼人云杰 ：杰子，恕我直言，你父母这么大岁数还租房子住，是不是因为你造的孽太多了","29/11/2016 16:31:44"
"回复 1个天5 :哎，你这是造孽啊，你好自为之吧！","29/11/2016 16:32:37"
"回复 牧狼人云杰 ：杰子，非我诅咒你，请你尽快归天，不再造孽，还你父母一个幸福安宁的老年生活","29/11/2016 16:34:16"
"谢谢朋友提醒，食言和懒散我会改正！我尊重人权平等，但朋友用和独人13和我相提并论，不妥","29/11/2016 17:11:24"
"话说的难听了点，总体来讲就是建议你先改掉食言、啃老、自恋的坏毛病，有一定的实事基础再来讲也不迟，不然现在的你也只是空口说白话..困了我也不知道自己在说什么，好梦","29/11/2016 17:12:13"
"回复 牧狼人云杰 ：你的道德确实比独人要好，另外我记得云杰你之前一直说改正吧...这次我希望你是真心的，支持你！你的人品确实棒","29/11/2016 17:14:07"
"有些人和 百度id 饕餮野狐 不一个性质，饕餮野狐 只是调侃嘲讽讽刺。而有些人一直恶意辱骂诋毁陷害我，恶意辱骂诋毁我父母，辱骂诋毁我逝去的姥姥，p图诋毁我不爱国不孝敬老人等等，冒充我造谣生事挑拨是非，注册多个id编造谎言欺骗网友，恶意毁我清誉，数十万句以上句贴的辱骂诋毁陷害啊！","29/11/2016 17:17:39"
"回复 342273484 :晚安！","29/11/2016 17:17:55"
"回复 牧狼人云杰 ：我明白...这些事情真的是过分了（但以前我有时气愤也会咒骂别人的家人，想来确实有股愧疚感）但关键是你也不能拿他们怎么样，与其花费时间在虚拟的网络上互相指责，倒不如踏踏实实的做实事","29/11/2016 17:24:55"
"你太兴奋、抑或是焦躁，网络终究是虚拟的，你太当真，好梦","29/11/2016 17:26:44"
"还没睡？监视你！","29/11/2016 17:28:07"
"回复 342273484 :虽然有人数十万句贴的辱骂诋毁我和我父母及我逝去的姥姥，但我从未咒骂过他们，更是没有辱骂诋毁其父母，我有自己的道德原则和准则。我有时气不过说过狠话，说要查其全家，但也也只是说说，我必须尊重法律。再者，我也没必要去过多纠缠，我心中早已无恨，我再度升华了自我","29/11/2016 17:32:35"
"回复 342273484 :我敢说也的的确确网上网下都是正人君子，但我对待有些事情有时挺较真的！","29/11/2016 17:34:17"
"回复 342273484 :晚安，好梦","29/11/2016 17:34:32"
"鱼魔来抓你来了！","29/11/2016 17:34:48"
"吧主如所言为实，久而不寐，身体定有隐疾，还望引起重视来，尽早休息或上医求药，而不是还在贴吧游玩。","29/11/2016 17:39:06"
"你知道吗，有的时候越熬越精神，是因为你想睡觉的时候没有睡，最后会熬坏。","29/11/2016 17:45:14"
"好的，如果有需要，我依然愿意当小吧，帮你删帖，我很佩服你的人品，救赎自我！","29/11/2016 17:46:56"
"你要是猝死了，你爹妈得花多少钱安葬你？","29/11/2016 17:48:38"
"回复 湖北蛮子匡三刀 :晚安 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon2.png ！","29/11/2016 17:50:39"
"你怎么还不睡？","29/11/2016 18:02:39"
"回复 们们天上飘 :我失眠！希望你们知悔改，学会真正做个好人！你早点休息吧，即使你们一直黑我，你也要休息好啊！封你十天，希望你早点休息！","29/11/2016 18:08:49"
"回复 我德喜之父 ：肏你妈","29/11/2016 23:48:43"
"回复 我德喜之父 :肏你妈，王靖淇你最爱跟你爹说哪句话？","30/11/2016 00:50:38"
"回复 牧狼人云杰 ：较真是好事情，但对无意义的事情较真并没有什么用，网络的另一头会给你答复吗？换句话说你就算被气死，网络上的另一头也不会被抓，怎么抓？抓谁？建议还是多干点实事，干多了就不会黑你了，你现在黑点就是啃老食言","30/11/2016 02:08:34"
"回复 Ashley蕙蕙 ：我很久以前就关注云杰了，张笛吧我也久仰大名","30/11/2016 02:09:57"
"蛤哈，杰狗我看你还能熬多久，睡吧睡吧。你醒来之后正公社这个狗窝就会被投诉掉了。","30/11/2016 03:05:33"
"回复 牧狼人云杰 ：醒来！","30/11/2016 03:36:06"
"熬 让他熬！","30/11/2016 03:44:58"
"回复 世界高雅领袖 : 拨打过我号码之022 6404 开头的骚扰电话至少上百个以上肯定有！还有一个是 028 6868开头的号码也有不少！","30/11/2016 03:51:56"
"你怎么睡了","30/11/2016 04:30:59"
"回复 342273484 :是的，我要做实事，当做大到一定程度后，当知名度和美誉度和影响力到一定程度时，会有专人和专业律师来打理有些事情！不过，我坚持道骨佛心法治！","30/11/2016 04:37:31"
"回复 我德喜之父 :王靖淇我是你哥的话你最想对我说什么话","30/11/2016 04:55:59"
"回复 牧狼人云杰 ：你也不是第一次说要做实事了，希望你这次真的不是说说而已","30/11/2016 04:57:43"
